schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,title,subtitle,authors,authority_url,source_format,rights_id,source_available_snapshot,upstream_repository,official_pdf_url
r014.backend.record,1.0.0,ttp.r014.yaintt,resource,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,Yet Another Introductory Number Theory Textbook,Cryptology Emphasis Version,"[""Jonathan A. Poritz"",""based initially on work by Wissam Raji""]",https://poritz.net/jonathan/share/yaintt/,"single-file LaTeX, BibTeX, and EPS asset distribution",rights.yaintt.text_and_author_assets,yaintt-source-2014-05-07-freeze-20260820,,https://www.poritz.net/jonathan/share/yaintt.pdf
